site_id,x,y,species,count
1029,30.25,-22.25004238,Telchinia esebria,0
1029,30.25,-22.25004238,Telchinia serena,6
1029,30.25,-22.25004238,Utetheisa pulchella,0
1029,30.25,-22.25004238,Vanessa cardui,0
1031,31.25,-22.25004238,Acraea horta,0
1031,31.25,-22.25004238,Amata cerbera,0
1031,31.25,-22.25004238,Bicyclus safitza safitza,0
1031,31.25,-22.25004238,Cacyreus lingeus,0
1031,31.25,-22.25004238,Charaxes wakefieldi,28
1031,31.25,-22.25004238,Danaus chrysippus orientis,0
1031,31.25,-22.25004238,Dira clytus clytus,0
1031,31.25,-22.25004238,Eutricha capensis,43
1031,31.25,-22.25004238,Hypolimnas misippus,10
1031,31.25,-22.25004238,Junonia elgiva,29
1031,31.25,-22.25004238,Junonia natalica natalica,0
1031,31.25,-22.25004238,Junonia oenone oenone,17
1031,31.25,-22.25004238,Leptotes pirithous,25
1031,31.25,-22.25004238,Mesocelis monticola,0
1031,31.25,-22.25004238,Mylothris agathina agathina,0
1031,31.25,-22.25004238,Nudaurelia cytherea,10
1031,31.25,-22.25004238,Papilio demodocus demodocus,0
1031,31.25,-22.25004238,Pieris brassicae,16
1031,31.25,-22.25004238,Precis archesia archesia,0
1031,31.25,-22.25004238,Protogoniomorpha parhassus,0
1031,31.25,-22.25004238,Rhodogastria amasis,0
1031,31.25,-22.25004238,Rubraea petraea,0
1031,31.25,-22.25004238,Telchinia encedon encedon,21
1031,31.25,-22.25004238,Telchinia esebria,12
1031,31.25,-22.25004238,Telchinia serena,6
1031,31.25,-22.25004238,Utetheisa pulchella,0
1031,31.25,-22.25004238,Vanessa cardui,20
117,18.25,-34.25000615,Acraea horta,0
117,18.25,-34.25000615,Amata cerbera,9
117,18.25,-34.25000615,Bicyclus safitza safitza,0
117,18.25,-34.25000615,Cacyreus lingeus,0
117,18.25,-34.25000615,Charaxes wakefieldi,0
117,18.25,-34.25000615,Danaus chrysippus orientis,0
117,18.25,-34.25000615,Dira clytus clytus,0
117,18.25,-34.25000615,Eutricha capensis,0
117,18.25,-34.25000615,Hypolimnas misippus,0
117,18.25,-34.25000615,Junonia elgiva,0
117,18.25,-34.25000615,Junonia natalica natalica,30
117,18.25,-34.25000615,Junonia oenone oenone,0
117,18.25,-34.25000615,Leptotes pirithous,19
117,18.25,-34.25000615,Mesocelis monticola,0
117,18.25,-34.25000615,Mylothris agathina agathina,8
117,18.25,-34.25000615,Nudaurelia cytherea,0
117,18.25,-34.25000615,Papilio demodocus demodocus,11
117,18.25,-34.25000615,Pieris brassicae,16
117,18.25,-34.25000615,Precis archesia archesia,0
117,18.25,-34.25000615,Protogoniomorpha parhassus,0
117,18.25,-34.25000615,Rhodogastria amasis,17
117,18.25,-34.25000615,Rubraea petraea,0
117,18.25,-34.25000615,Telchinia encedon encedon,9
117,18.25,-34.25000615,Telchinia esebria,0
117,18.25,-34.25000615,Telchinia serena,17
117,18.25,-34.25000615,Utetheisa pulchella,9
117,18.25,-34.25000615,Vanessa cardui,0
118,18.75,-34.25000615,Acraea horta,0
118,18.75,-34.25000615,Amata cerbera,12
118,18.75,-34.25000615,Bicyclus safitza safitza,6
118,18.75,-34.25000615,Cacyreus lingeus,0
118,18.75,-34.25000615,Charaxes wakefieldi,0
118,18.75,-34.25000615,Danaus chrysippus orientis,12
118,18.75,-34.25000615,Dira clytus clytus,0
118,18.75,-34.25000615,Eutricha capensis,0
118,18.75,-34.25000615,Hypolimnas misippus,0
118,18.75,-34.25000615,Junonia elgiva,0
118,18.75,-34.25000615,Junonia natalica natalica,0
118,18.75,-34.25000615,Junonia oenone oenone,0
118,18.75,-34.25000615,Leptotes pirithous,7
118,18.75,-34.25000615,Mesocelis monticola,10
118,18.75,-34.25000615,Mylothris agathina agathina,11
118,18.75,-34.25000615,Nudaurelia cytherea,11
118,18.75,-34.25000615,Papilio demodocus demodocus,0
118,18.75,-34.25000615,Pieris brassicae,12
118,18.75,-34.25000615,Precis archesia archesia,7
118,18.75,-34.25000615,Protogoniomorpha parhassus,5
118,18.75,-34.25000615,Rhodogastria amasis,0
118,18.75,-34.25000615,Rubraea petraea,0
118,18.75,-34.25000615,Telchinia encedon encedon,0
118,18.75,-34.25000615,Telchinia esebria,9
118,18.75,-34.25000615,Telchinia serena,0
118,18.75,-34.25000615,Utetheisa pulchella,0
118,18.75,-34.25000615,Vanessa cardui,0
119,19.25,-34.25000615,Acraea horta,0
119,19.25,-34.25000615,Amata cerbera,8
119,19.25,-34.25000615,Bicyclus safitza safitza,0
119,19.25,-34.25000615,Cacyreus lingeus,0
119,19.25,-34.25000615,Charaxes wakefieldi,0
119,19.25,-34.25000615,Danaus chrysippus orientis,0
119,19.25,-34.25000615,Dira clytus clytus,8
119,19.25,-34.25000615,Eutricha capensis,0
119,19.25,-34.25000615,Hypolimnas misippus,5
119,19.25,-34.25000615,Junonia elgiva,5
119,19.25,-34.25000615,Junonia natalica natalica,10
119,19.25,-34.25000615,Junonia oenone oenone,0
119,19.25,-34.25000615,Leptotes pirithous,0
119,19.25,-34.25000615,Mesocelis monticola,0
119,19.25,-34.25000615,Mylothris agathina agathina,15
119,19.25,-34.25000615,Nudaurelia cytherea,0
119,19.25,-34.25000615,Papilio demodocus demodocus,17
119,19.25,-34.25000615,Pieris brassicae,0
119,19.25,-34.25000615,Precis archesia archesia,9
119,19.25,-34.25000615,Protogoniomorpha parhassus,11
119,19.25,-34.25000615,Rhodogastria amasis,0
119,19.25,-34.25000615,Rubraea petraea,0
119,19.25,-34.25000615,Telchinia encedon encedon,0
119,19.25,-34.25000615,Telchinia esebria,0
119,19.25,-34.25000615,Telchinia serena,16
119,19.25,-34.25000615,Utetheisa pulchella,0
119,19.25,-34.25000615,Vanessa cardui,0
120,19.75,-34.25000615,Acraea horta,5
120,19.75,-34.25000615,Amata cerbera,0
120,19.75,-34.25000615,Bicyclus safitza safitza,0
120,19.75,-34.25000615,Cacyreus lingeus,1
120,19.75,-34.25000615,Charaxes wakefieldi,0
120,19.75,-34.25000615,Danaus chrysippus orientis,0
120,19.75,-34.25000615,Dira clytus clytus,0
120,19.75,-34.25000615,Eutricha capensis,14
120,19.75,-34.25000615,Hypolimnas misippus,0
120,19.75,-34.25000615,Junonia elgiva,10
120,19.75,-34.25000615,Junonia natalica natalica,11
120,19.75,-34.25000615,Junonia oenone oenone,14
120,19.75,-34.25000615,Leptotes pirithous,0
120,19.75,-34.25000615,Mesocelis monticola,6
120,19.75,-34.25000615,Mylothris agathina agathina,0
120,19.75,-34.25000615,Nudaurelia cytherea,8
120,19.75,-34.25000615,Papilio demodocus demodocus,8
120,19.75,-34.25000615,Pieris brassicae,0
120,19.75,-34.25000615,Precis archesia archesia,0
120,19.75,-34.25000615,Protogoniomorpha parhassus,4
120,19.75,-34.25000615,Rhodogastria amasis,0
120,19.75,-34.25000615,Rubraea petraea,5
120,19.75,-34.25000615,Telchinia encedon encedon,6
120,19.75,-34.25000615,Telchinia esebria,10
120,19.75,-34.25000615,Telchinia serena,0
120,19.75,-34.25000615,Utetheisa pulchella,11
120,19.75,-34.25000615,Vanessa cardui,0
121,20.25,-34.25000615,Acraea horta,0
121,20.25,-34.25000615,Amata cerbera,0
121,20.25,-34.25000615,Bicyclus safitza safitza,10
121,20.25,-34.25000615,Cacyreus lingeus,0
121,20.25,-34.25000615,Charaxes wakefieldi,0
121,20.25,-34.25000615,Danaus chrysippus orientis,0
121,20.25,-34.25000615,Dira clytus clytus,11
121,20.25,-34.25000615,Eutricha capensis,0
121,20.25,-34.25000615,Hypolimnas misippus,0
121,20.25,-34.25000615,Junonia elgiva,0
121,20.25,-34.25000615,Junonia natalica natalica,0
121,20.25,-34.25000615,Junonia oenone oenone,14
121,20.25,-34.25000615,Leptotes pirithous,0
121,20.25,-34.25000615,Mesocelis monticola,0
121,20.25,-34.25000615,Mylothris agathina agathina,0
121,20.25,-34.25000615,Nudaurelia cytherea,0
121,20.25,-34.25000615,Papilio demodocus demodocus,9
121,20.25,-34.25000615,Pieris brassicae,0
121,20.25,-34.25000615,Precis archesia archesia,0
121,20.25,-34.25000615,Protogoniomorpha parhassus,0
121,20.25,-34.25000615,Rhodogastria amasis,0
121,20.25,-34.25000615,Rubraea petraea,0
121,20.25,-34.25000615,Telchinia encedon encedon,8
121,20.25,-34.25000615,Telchinia esebria,0
121,20.25,-34.25000615,Telchinia serena,9
121,20.25,-34.25000615,Utetheisa pulchella,17
121,20.25,-34.25000615,Vanessa cardui,12
122,20.75,-34.25000615,Acraea horta,0
122,20.75,-34.25000615,Amata cerbera,0
122,20.75,-34.25000615,Bicyclus safitza safitza,10
122,20.75,-34.25000615,Cacyreus lingeus,0
122,20.75,-34.25000615,Charaxes wakefieldi,0
122,20.75,-34.25000615,Danaus chrysippus orientis,0
122,20.75,-34.25000615,Dira clytus clytus,0
122,20.75,-34.25000615,Eutricha capensis,12
122,20.75,-34.25000615,Hypolimnas misippus,0
122,20.75,-34.25000615,Junonia elgiva,9
122,20.75,-34.25000615,Junonia natalica natalica,0
122,20.75,-34.25000615,Junonia oenone oenone,0
122,20.75,-34.25000615,Leptotes pirithous,0
122,20.75,-34.25000615,Mesocelis monticola,0
122,20.75,-34.25000615,Mylothris agathina agathina,6
122,20.75,-34.25000615,Nudaurelia cytherea,8
122,20.75,-34.25000615,Papilio demodocus demodocus,0
122,20.75,-34.25000615,Pieris brassicae,12
122,20.75,-34.25000615,Precis archesia archesia,0
122,20.75,-34.25000615,Protogoniomorpha parhassus,7
122,20.75,-34.25000615,Rhodogastria amasis,0
122,20.75,-34.25000615,Rubraea petraea,0
122,20.75,-34.25000615,Telchinia encedon encedon,0
122,20.75,-34.25000615,Telchinia esebria,11
122,20.75,-34.25000615,Telchinia serena,0
122,20.75,-34.25000615,Utetheisa pulchella,0
122,20.75,-34.25000615,Vanessa cardui,0
123,21.25,-34.25000615,Acraea horta,5
123,21.25,-34.25000615,Amata cerbera,0
123,21.25,-34.25000615,Bicyclus safitza safitza,0
123,21.25,-34.25000615,Cacyreus lingeus,0
123,21.25,-34.25000615,Charaxes wakefieldi,0
123,21.25,-34.25000615,Danaus chrysippus orientis,0
123,21.25,-34.25000615,Dira clytus clytus,0
123,21.25,-34.25000615,Eutricha capensis,0
123,21.25,-34.25000615,Hypolimnas misippus,3
123,21.25,-34.25000615,Junonia elgiva,7
123,21.25,-34.25000615,Junonia natalica natalica,9
123,21.25,-34.25000615,Junonia oenone oenone,0
123,21.25,-34.25000615,Leptotes pirithous,1
123,21.25,-34.25000615,Mesocelis monticola,0
123,21.25,-34.25000615,Mylothris agathina agathina,0
123,21.25,-34.25000615,Nudaurelia cytherea,5
123,21.25,-34.25000615,Papilio demodocus demodocus,0
123,21.25,-34.25000615,Pieris brassicae,5
123,21.25,-34.25000615,Precis archesia archesia,0
123,21.25,-34.25000615,Protogoniomorpha parhassus,0
123,21.25,-34.25000615,Rhodogastria amasis,0
123,21.25,-34.25000615,Rubraea petraea,0
123,21.25,-34.25000615,Telchinia encedon encedon,0
123,21.25,-34.25000615,Telchinia esebria,0
123,21.25,-34.25000615,Telchinia serena,7
123,21.25,-34.25000615,Utetheisa pulchella,0
123,21.25,-34.25000615,Vanessa cardui,0
124,21.75,-34.25000615,Acraea horta,2
124,21.75,-34.25000615,Amata cerbera,0
124,21.75,-34.25000615,Bicyclus safitza safitza,0
124,21.75,-34.25000615,Cacyreus lingeus,0
124,21.75,-34.25000615,Charaxes wakefieldi,0
124,21.75,-34.25000615,Danaus chrysippus orientis,9
124,21.75,-34.25000615,Dira clytus clytus,0
124,21.75,-34.25000615,Eutricha capensis,7
124,21.75,-34.25000615,Hypolimnas misippus,4
124,21.75,-34.25000615,Junonia elgiva,6
124,21.75,-34.25000615,Junonia natalica natalica,0
124,21.75,-34.25000615,Junonia oenone oenone,4
124,21.75,-34.25000615,Leptotes pirithous,0
124,21.75,-34.25000615,Mesocelis monticola,0
124,21.75,-34.25000615,Mylothris agathina agathina,2
124,21.75,-34.25000615,Nudaurelia cytherea,0
124,21.75,-34.25000615,Papilio demodocus demodocus,10
124,21.75,-34.25000615,Pieris brassicae,0
124,21.75,-34.25000615,Precis archesia archesia,0
124,21.75,-34.25000615,Protogoniomorpha parhassus,0
124,21.75,-34.25000615,Rhodogastria amasis,0
124,21.75,-34.25000615,Rubraea petraea,6
124,21.75,-34.25000615,Telchinia encedon encedon,0
124,21.75,-34.25000615,Telchinia esebria,0
124,21.75,-34.25000615,Telchinia serena,9
124,21.75,-34.25000615,Utetheisa pulchella,2
124,21.75,-34.25000615,Vanessa cardui,0
125,22.25,-34.25000615,Acraea horta,0
125,22.25,-34.25000615,Amata cerbera,0
125,22.25,-34.25000615,Bicyclus safitza safitza,0
125,22.25,-34.25000615,Cacyreus lingeus,0
125,22.25,-34.25000615,Charaxes wakefieldi,0
125,22.25,-34.25000615,Danaus chrysippus orientis,0
125,22.25,-34.25000615,Dira clytus clytus,0
125,22.25,-34.25000615,Eutricha capensis,0
125,22.25,-34.25000615,Hypolimnas misippus,0
125,22.25,-34.25000615,Junonia elgiva,10
125,22.25,-34.25000615,Junonia natalica natalica,0
125,22.25,-34.25000615,Junonia oenone oenone,0
125,22.25,-34.25000615,Leptotes pirithous,0
125,22.25,-34.25000615,Mesocelis monticola,4
125,22.25,-34.25000615,Mylothris agathina agathina,0
125,22.25,-34.25000615,Nudaurelia cytherea,0
125,22.25,-34.25000615,Papilio demodocus demodocus,0
125,22.25,-34.25000615,Pieris brassicae,1
125,22.25,-34.25000615,Precis archesia archesia,0
125,22.25,-34.25000615,Protogoniomorpha parhassus,0
125,22.25,-34.25000615,Rhodogastria amasis,0
125,22.25,-34.25000615,Rubraea petraea,12
125,22.25,-34.25000615,Telchinia encedon encedon,0
125,22.25,-34.25000615,Telchinia esebria,8
125,22.25,-34.25000615,Telchinia serena,3
125,22.25,-34.25000615,Utetheisa pulchella,3
125,22.25,-34.25000615,Vanessa cardui,0
126,22.75,-34.25000615,Acraea horta,0
126,22.75,-34.25000615,Amata cerbera,3
126,22.75,-34.25000615,Bicyclus safitza safitza,0
126,22.75,-34.25000615,Cacyreus lingeus,3
126,22.75,-34.25000615,Charaxes wakefieldi,0
126,22.75,-34.25000615,Danaus chrysippus orientis,10
126,22.75,-34.25000615,Dira clytus clytus,0
126,22.75,-34.25000615,Eutricha capensis,0
126,22.75,-34.25000615,Hypolimnas misippus,0
126,22.75,-34.25000615,Junonia elgiva,8
126,22.75,-34.25000615,Junonia natalica natalica,0
126,22.75,-34.25000615,Junonia oenone oenone,0
126,22.75,-34.25000615,Leptotes pirithous,0
126,22.75,-34.25000615,Mesocelis monticola,3
126,22.75,-34.25000615,Mylothris agathina agathina,8
126,22.75,-34.25000615,Nudaurelia cytherea,0
126,22.75,-34.25000615,Papilio demodocus demodocus,9
126,22.75,-34.25000615,Pieris brassicae,9
126,22.75,-34.25000615,Precis archesia archesia,0
126,22.75,-34.25000615,Protogoniomorpha parhassus,10
126,22.75,-34.25000615,Rhodogastria amasis,0
126,22.75,-34.25000615,Rubraea petraea,0
126,22.75,-34.25000615,Telchinia encedon encedon,1
126,22.75,-34.25000615,Telchinia esebria,5
126,22.75,-34.25000615,Telchinia serena,5
126,22.75,-34.25000615,Utetheisa pulchella,0
126,22.75,-34.25000615,Vanessa cardui,5
127,23.25,-34.25000615,Acraea horta,0
127,23.25,-34.25000615,Amata cerbera,0
127,23.25,-34.25000615,Bicyclus safitza safitza,4
127,23.25,-34.25000615,Cacyreus lingeus,3
127,23.25,-34.25000615,Charaxes wakefieldi,0
127,23.25,-34.25000615,Danaus chrysippus orientis,0
127,23.25,-34.25000615,Dira clytus clytus,10
127,23.25,-34.25000615,Eutricha capensis,0
127,23.25,-34.25000615,Hypolimnas misippus,0
127,23.25,-34.25000615,Junonia elgiva,0
127,23.25,-34.25000615,Junonia natalica natalica,0
127,23.25,-34.25000615,Junonia oenone oenone,8
127,23.25,-34.25000615,Leptotes pirithous,0
127,23.25,-34.25000615,Mesocelis monticola,2
127,23.25,-34.25000615,Mylothris agathina agathina,0
127,23.25,-34.25000615,Nudaurelia cytherea,0
127,23.25,-34.25000615,Papilio demodocus demodocus,0
127,23.25,-34.25000615,Pieris brassicae,0
127,23.25,-34.25000615,Precis archesia archesia,0
127,23.25,-34.25000615,Protogoniomorpha parhassus,0
127,23.25,-34.25000615,Rhodogastria amasis,0
127,23.25,-34.25000615,Rubraea petraea,0
127,23.25,-34.25000615,Telchinia encedon encedon,4
127,23.25,-34.25000615,Telchinia esebria,3
127,23.25,-34.25000615,Telchinia serena,6
127,23.25,-34.25000615,Utetheisa pulchella,7
127,23.25,-34.25000615,Vanessa cardui,4
128,23.75,-34.25000615,Acraea horta,0
128,23.75,-34.25000615,Amata cerbera,3
128,23.75,-34.25000615,Bicyclus safitza safitza,0
128,23.75,-34.25000615,Cacyreus lingeus,0
128,23.75,-34.25000615,Charaxes wakefieldi,5
128,23.75,-34.25000615,Danaus chrysippus orientis,0
128,23.75,-34.25000615,Dira clytus clytus,11
128,23.75,-34.25000615,Eutricha capensis,15
128,23.75,-34.25000615,Hypolimnas misippus,0
128,23.75,-34.25000615,Junonia elgiva,7
128,23.75,-34.25000615,Junonia natalica natalica,10
128,23.75,-34.25000615,Junonia oenone oenone,0
128,23.75,-34.25000615,Leptotes pirithous,4
128,23.75,-34.25000615,Mesocelis monticola,0
128,23.75,-34.25000615,Mylothris agathina agathina,6
128,23.75,-34.25000615,Nudaurelia cytherea,0
128,23.75,-34.25000615,Papilio demodocus demodocus,8
128,23.75,-34.25000615,Pieris brassicae,0
128,23.75,-34.25000615,Precis archesia archesia,0
128,23.75,-34.25000615,Protogoniomorpha parhassus,0
128,23.75,-34.25000615,Rhodogastria amasis,0
128,23.75,-34.25000615,Rubraea petraea,0
128,23.75,-34.25000615,Telchinia encedon encedon,0
128,23.75,-34.25000615,Telchinia esebria,7
128,23.75,-34.25000615,Telchinia serena,0
128,23.75,-34.25000615,Utetheisa pulchella,5
128,23.75,-34.25000615,Vanessa cardui,0
129,24.25,-34.25000615,Acraea horta,0
129,24.25,-34.25000615,Amata cerbera,0
129,24.25,-34.25000615,Bicyclus safitza safitza,0
129,24.25,-34.25000615,Cacyreus lingeus,0
129,24.25,-34.25000615,Charaxes wakefieldi,0
129,24.25,-34.25000615,Danaus chrysippus orientis,0
129,24.25,-34.25000615,Dira clytus clytus,0
129,24.25,-34.25000615,Eutricha capensis,0
129,24.25,-34.25000615,Hypolimnas misippus,0
129,24.25,-34.25000615,Junonia elgiva,0
129,24.25,-34.25000615,Junonia natalica natalica,0
129,24.25,-34.25000615,Junonia oenone oenone,0
129,24.25,-34.25000615,Leptotes pirithous,0
129,24.25,-34.25000615,Mesocelis monticola,4
129,24.25,-34.25000615,Mylothris agathina agathina,12
129,24.25,-34.25000615,Nudaurelia cytherea,0
129,24.25,-34.25000615,Papilio demodocus demodocus,0
129,24.25,-34.25000615,Pieris brassicae,0
129,24.25,-34.25000615,Precis archesia archesia,10
129,24.25,-34.25000615,Protogoniomorpha parhassus,11
129,24.25,-34.25000615,Rhodogastria amasis,0
129,24.25,-34.25000615,Rubraea petraea,0
129,24.25,-34.25000615,Telchinia encedon encedon,8
129,24.25,-34.25000615,Telchinia esebria,7
129,24.25,-34.25000615,Telchinia serena,0
129,24.25,-34.25000615,Utetheisa pulchella,11
129,24.25,-34.25000615,Vanessa cardui,0
130,24.75,-34.25000615,Acraea horta,6
130,24.75,-34.25000615,Amata cerbera,0
130,24.75,-34.25000615,Bicyclus safitza safitza,0
130,24.75,-34.25000615,Cacyreus lingeus,0
130,24.75,-34.25000615,Charaxes wakefieldi,0
130,24.75,-34.25000615,Danaus chrysippus orientis,0
130,24.75,-34.25000615,Dira clytus clytus,10
130,24.75,-34.25000615,Eutricha capensis,9
130,24.75,-34.25000615,Hypolimnas misippus,0
130,24.75,-34.25000615,Junonia elgiva,8
130,24.75,-34.25000615,Junonia natalica natalica,0
130,24.75,-34.25000615,Junonia oenone oenone,0
130,24.75,-34.25000615,Leptotes pirithous,0
130,24.75,-34.25000615,Mesocelis monticola,8
130,24.75,-34.25000615,Mylothris agathina agathina,0
130,24.75,-34.25000615,Nudaurelia cytherea,11
130,24.75,-34.25000615,Papilio demodocus demodocus,0
130,24.75,-34.25000615,Pieris brassicae,0
130,24.75,-34.25000615,Precis archesia archesia,0
130,24.75,-34.25000615,Protogoniomorpha parhassus,5
130,24.75,-34.25000615,Rhodogastria amasis,0
130,24.75,-34.25000615,Rubraea petraea,4
130,24.75,-34.25000615,Telchinia encedon encedon,8
130,24.75,-34.25000615,Telchinia esebria,17
130,24.75,-34.25000615,Telchinia serena,0
130,24.75,-34.25000615,Utetheisa pulchella,0
130,24.75,-34.25000615,Vanessa cardui,0
131,25.25,-34.25000615,Acraea horta,6
131,25.25,-34.25000615,Amata cerbera,8
131,25.25,-34.25000615,Bicyclus safitza safitza,0
131,25.25,-34.25000615,Cacyreus lingeus,0
131,25.25,-34.25000615,Charaxes wakefieldi,0
131,25.25,-34.25000615,Danaus chrysippus orientis,13
131,25.25,-34.25000615,Dira clytus clytus,0
131,25.25,-34.25000615,Eutricha capensis,0
131,25.25,-34.25000615,Hypolimnas misippus,0
131,25.25,-34.25000615,Junonia elgiva,9
131,25.25,-34.25000615,Junonia natalica natalica,14
131,25.25,-34.25000615,Junonia oenone oenone,0
131,25.25,-34.25000615,Leptotes pirithous,6
131,25.25,-34.25000615,Mesocelis monticola,0
131,25.25,-34.25000615,Mylothris agathina agathina,0
131,25.25,-34.25000615,Nudaurelia cytherea,0
131,25.25,-34.25000615,Papilio demodocus demodocus,0
131,25.25,-34.25000615,Pieris brassicae,0
131,25.25,-34.25000615,Precis archesia archesia,0
131,25.25,-34.25000615,Protogoniomorpha parhassus,0
131,25.25,-34.25000615,Rhodogastria amasis,0
131,25.25,-34.25000615,Rubraea petraea,0
131,25.25,-34.25000615,Telchinia encedon encedon,10
131,25.25,-34.25000615,Telchinia esebria,0
131,25.25,-34.25000615,Telchinia serena,0
131,25.25,-34.25000615,Utetheisa pulchella,8
131,25.25,-34.25000615,Vanessa cardui,16
132,25.75,-34.25000615,Acraea horta,0
132,25.75,-34.25000615,Amata cerbera,12
132,25.75,-34.25000615,Bicyclus safitza safitza,0
132,25.75,-34.25000615,Cacyreus lingeus,0
132,25.75,-34.25000615,Charaxes wakefieldi,0
132,25.75,-34.25000615,Danaus chrysippus orientis,16
132,25.75,-34.25000615,Dira clytus clytus,10
132,25.75,-34.25000615,Eutricha capensis,0
132,25.75,-34.25000615,Hypolimnas misippus,0
132,25.75,-34.25000615,Junonia elgiva,11
132,25.75,-34.25000615,Junonia natalica natalica,0
132,25.75,-34.25000615,Junonia oenone oenone,0
132,25.75,-34.25000615,Leptotes pirithous,14
132,25.75,-34.25000615,Mesocelis monticola,0
132,25.75,-34.25000615,Mylothris agathina agathina,18
132,25.75,-34.25000615,Nudaurelia cytherea,11
132,25.75,-34.25000615,Papilio demodocus demodocus,0
132,25.75,-34.25000615,Pieris brassicae,14
132,25.75,-34.25000615,Precis archesia archesia,0
132,25.75,-34.25000615,Protogoniomorpha parhassus,10
132,25.75,-34.25000615,Rhodogastria amasis,16
132,25.75,-34.25000615,Rubraea petraea,0
132,25.75,-34.25000615,Telchinia encedon encedon,0
132,25.75,-34.25000615,Telchinia esebria,0
132,25.75,-34.25000615,Telchinia serena,18
132,25.75,-34.25000615,Utetheisa pulchella,10
132,25.75,-34.25000615,Vanessa cardui,0
154,18.25,-33.75000898,Acraea horta,0
154,18.25,-33.75000898,Amata cerbera,9
154,18.25,-33.75000898,Bicyclus safitza safitza,0
154,18.25,-33.75000898,Cacyreus lingeus,7
154,18.25,-33.75000898,Charaxes wakefieldi,0
154,18.25,-33.75000898,Danaus chrysippus orientis,19
154,18.25,-33.75000898,Dira clytus clytus,0
154,18.25,-33.75000898,Eutricha capensis,0
154,18.25,-33.75000898,Hypolimnas misippus,0
154,18.25,-33.75000898,Junonia elgiva,11
154,18.25,-33.75000898,Junonia natalica natalica,23
154,18.25,-33.75000898,Junonia oenone oenone,0
154,18.25,-33.75000898,Leptotes pirithous,0
154,18.25,-33.75000898,Mesocelis monticola,0
154,18.25,-33.75000898,Mylothris agathina agathina,4
154,18.25,-33.75000898,Nudaurelia cytherea,12
154,18.25,-33.75000898,Papilio demodocus demodocus,0
154,18.25,-33.75000898,Pieris brassicae,22
154,18.25,-33.75000898,Precis archesia archesia,10
154,18.25,-33.75000898,Protogoniomorpha parhassus,11
154,18.25,-33.75000898,Rhodogastria amasis,0
154,18.25,-33.75000898,Rubraea petraea,0
154,18.25,-33.75000898,Telchinia encedon encedon,0
154,18.25,-33.75000898,Telchinia esebria,12
154,18.25,-33.75000898,Telchinia serena,0
154,18.25,-33.75000898,Utetheisa pulchella,0
154,18.25,-33.75000898,Vanessa cardui,0
155,18.75,-33.75000898,Acraea horta,0
155,18.75,-33.75000898,Amata cerbera,13
155,18.75,-33.75000898,Bicyclus safitza safitza,0
155,18.75,-33.75000898,Cacyreus lingeus,0
